,latent_dim,kl_divergence,num_conds,rcl
0,0,0.023768454790115356,0,276.45330810546875
1,1,0.014169394969940186,0,276.45330810546875
2,2,0.029319167137145996,0,276.45330810546875
3,3,0.03499871492385864,0,276.45330810546875
4,4,0.010317325592041016,0,276.45330810546875
5,5,0.0035935938358306885,0,276.45330810546875
6,6,0.014363735914230347,0,276.45330810546875
7,7,0.0060675740242004395,0,276.45330810546875
8,8,0.019161909818649292,0,276.45330810546875
9,9,0.0059927403926849365,0,276.45330810546875
10,10,0.019844502210617065,0,276.45330810546875
11,11,0.012296557426452637,0,276.45330810546875
12,12,0.05927768349647522,0,276.45330810546875
13,13,0.016716361045837402,0,276.45330810546875
14,14,0.014238476753234863,0,276.45330810546875
15,15,0.013707101345062256,0,276.45330810546875
16,16,0.008648037910461426,0,276.45330810546875
17,17,0.02235504984855652,0,276.45330810546875
18,18,0.01102474331855774,0,276.45330810546875
19,19,0.007359206676483154,0,276.45330810546875
20,20,0.043387144804000854,0,276.45330810546875
21,21,0.008292019367218018,0,276.45330810546875
22,22,97.20255279541016,0,276.45330810546875
23,23,0.01599431037902832,0,276.45330810546875
24,24,0.03661304712295532,0,276.45330810546875
25,25,0.03520044684410095,0,276.45330810546875
26,26,0.025450527667999268,0,276.45330810546875
27,27,0.018378257751464844,0,276.45330810546875
28,28,0.04921621084213257,0,276.45330810546875
29,29,0.0022868812084198,0,276.45330810546875
30,30,0.0037046968936920166,0,276.45330810546875
31,31,0.005166977643966675,0,276.45330810546875
32,32,0.017356306314468384,0,276.45330810546875
33,33,0.006563305854797363,0,276.45330810546875
34,34,0.007961302995681763,0,276.45330810546875
35,35,0.04152765870094299,0,276.45330810546875
36,36,0.0444188117980957,0,276.45330810546875
37,37,0.025247395038604736,0,276.45330810546875
38,38,0.038684695959091187,0,276.45330810546875
39,39,0.012566953897476196,0,276.45330810546875
40,40,0.030290871858596802,0,276.45330810546875
41,41,0.011920899152755737,0,276.45330810546875
42,42,0.025629311800003052,0,276.45330810546875
43,43,0.02371928095817566,0,276.45330810546875
44,44,0.04988846182823181,0,276.45330810546875
45,45,0.029371023178100586,0,276.45330810546875
46,46,0.04049217700958252,0,276.45330810546875
47,47,0.0027928948402404785,0,276.45330810546875
48,48,79.92642211914062,0,276.45330810546875
49,49,0.011264324188232422,0,276.45330810546875
50,50,0.003906905651092529,0,276.45330810546875
51,51,0.01596119999885559,0,276.45330810546875
52,52,0.003338336944580078,0,276.45330810546875
53,53,0.0041915178298950195,0,276.45330810546875
54,54,0.03491121530532837,0,276.45330810546875
55,55,0.01746666431427002,0,276.45330810546875
56,56,0.01204487681388855,0,276.45330810546875
57,57,0.03003975749015808,0,276.45330810546875
58,58,0.05557474493980408,0,276.45330810546875
59,59,0.008306175470352173,0,276.45330810546875
60,60,0.03076454997062683,0,276.45330810546875
61,61,0.03753417730331421,0,276.45330810546875
62,62,0.009739816188812256,0,276.45330810546875
63,63,0.008789628744125366,0,276.45330810546875
64,0,0.015887051820755005,1,124.18939208984375
65,1,0.0073091983795166016,1,124.18939208984375
66,2,0.01960808038711548,1,124.18939208984375
67,3,0.024835020303726196,1,124.18939208984375
68,4,0.01043635606765747,1,124.18939208984375
69,5,0.0021531879901885986,1,124.18939208984375
70,6,0.0011394619941711426,1,124.18939208984375
71,7,0.0004069209098815918,1,124.18939208984375
72,8,0.0005244910717010498,1,124.18939208984375
73,9,0.0011450350284576416,1,124.18939208984375
74,10,0.006441742181777954,1,124.18939208984375
75,11,0.0011277496814727783,1,124.18939208984375
76,12,0.005007266998291016,1,124.18939208984375
77,13,0.005306124687194824,1,124.18939208984375
78,14,0.010986745357513428,1,124.18939208984375
79,15,0.006134450435638428,1,124.18939208984375
80,16,0.007194250822067261,1,124.18939208984375
81,17,0.004428476095199585,1,124.18939208984375
82,18,0.0031142830848693848,1,124.18939208984375
83,19,0.0029878616333007812,1,124.18939208984375
84,20,0.007552206516265869,1,124.18939208984375
85,21,0.005532562732696533,1,124.18939208984375
86,22,0.05750831961631775,1,124.18939208984375
87,23,0.006064772605895996,1,124.18939208984375
88,24,0.0033516287803649902,1,124.18939208984375
89,25,0.019697487354278564,1,124.18939208984375
90,26,0.005662500858306885,1,124.18939208984375
91,27,0.011595070362091064,1,124.18939208984375
92,28,0.03939583897590637,1,124.18939208984375
93,29,0.001038283109664917,1,124.18939208984375
94,30,0.0010446906089782715,1,124.18939208984375
95,31,0.000525355339050293,1,124.18939208984375
96,32,0.009840399026870728,1,124.18939208984375
97,33,0.0012312233448028564,1,124.18939208984375
98,34,0.0035813748836517334,1,124.18939208984375
99,35,0.009333521127700806,1,124.18939208984375
100,36,0.0030289888381958008,1,124.18939208984375
101,37,0.008102834224700928,1,124.18939208984375
102,38,0.02059522271156311,1,124.18939208984375
103,39,0.002848029136657715,1,124.18939208984375
104,40,0.02611720561981201,1,124.18939208984375
105,41,0.005953341722488403,1,124.18939208984375
106,42,0.0027879178524017334,1,124.18939208984375
107,43,0.012023955583572388,1,124.18939208984375
108,44,0.02656954526901245,1,124.18939208984375
109,45,0.01588645577430725,1,124.18939208984375
110,46,0.013343393802642822,1,124.18939208984375
111,47,0.002177983522415161,1,124.18939208984375
112,48,75.26942443847656,1,124.18939208984375
113,49,0.005934804677963257,1,124.18939208984375
114,50,0.0030110180377960205,1,124.18939208984375
115,51,0.012806087732315063,1,124.18939208984375
116,52,0.0011127591133117676,1,124.18939208984375
117,53,0.0009827017784118652,1,124.18939208984375
118,54,0.024377435445785522,1,124.18939208984375
119,55,0.004876464605331421,1,124.18939208984375
120,56,0.0028943419456481934,1,124.18939208984375
121,57,0.008680284023284912,1,124.18939208984375
122,58,0.014606326818466187,1,124.18939208984375
123,59,0.005642920732498169,1,124.18939208984375
124,60,0.014239311218261719,1,124.18939208984375
125,61,0.008947104215621948,1,124.18939208984375
126,62,0.0028513967990875244,1,124.18939208984375
127,63,0.0012754499912261963,1,124.18939208984375
128,0,0.000335693359375,2,0.46327751874923706
129,1,0.00130462646484375,2,0.46327751874923706
130,2,0.00037384033203125,2,0.46327751874923706
131,3,1.52587890625e-05,2,0.46327751874923706
132,4,0.00012969970703125,2,0.46327751874923706
133,5,0.0001678466796875,2,0.46327751874923706
134,6,6.103515625e-05,2,0.46327751874923706
135,7,0.0003204345703125,2,0.46327751874923706
136,8,0.00041961669921875,2,0.46327751874923706
137,9,0.0001373291015625,2,0.46327751874923706
138,10,0.0003814697265625,2,0.46327751874923706
139,11,0.0007171630859375,2,0.46327751874923706
140,12,0.00054931640625,2,0.46327751874923706
141,13,0.000244140625,2,0.46327751874923706
142,14,0.00030517578125,2,0.46327751874923706
143,15,-0.0,2,0.46327751874923706
144,16,0.0001068115234375,2,0.46327751874923706
145,17,0.000244140625,2,0.46327751874923706
146,18,0.0001373291015625,2,0.46327751874923706
147,19,0.00030517578125,2,0.46327751874923706
148,20,0.00138092041015625,2,0.46327751874923706
149,21,3.0517578125e-05,2,0.46327751874923706
150,22,0.0037078857421875,2,0.46327751874923706
151,23,-7.62939453125e-06,2,0.46327751874923706
152,24,7.62939453125e-05,2,0.46327751874923706
153,25,0.000946044921875,2,0.46327751874923706
154,26,0.00022125244140625,2,0.46327751874923706
155,27,7.62939453125e-05,2,0.46327751874923706
156,28,0.00101470947265625,2,0.46327751874923706
157,29,5.340576171875e-05,2,0.46327751874923706
158,30,0.0001068115234375,2,0.46327751874923706
159,31,0.0001068115234375,2,0.46327751874923706
160,32,0.001220703125,2,0.46327751874923706
161,33,7.62939453125e-06,2,0.46327751874923706
162,34,0.0001068115234375,2,0.46327751874923706
163,35,0.0011138916015625,2,0.46327751874923706
164,36,0.0009002685546875,2,0.46327751874923706
165,37,0.0003662109375,2,0.46327751874923706
166,38,7.62939453125e-05,2,0.46327751874923706
167,39,0.0006103515625,2,0.46327751874923706
168,40,0.00092315673828125,2,0.46327751874923706
169,41,-7.62939453125e-06,2,0.46327751874923706
170,42,0.0011138916015625,2,0.46327751874923706
171,43,0.000213623046875,2,0.46327751874923706
172,44,0.0009307861328125,2,0.46327751874923706
173,45,3.814697265625e-05,2,0.46327751874923706
174,46,0.0009918212890625,2,0.46327751874923706
175,47,0.000152587890625,2,0.46327751874923706
176,48,0.0133056640625,2,0.46327751874923706
177,49,0.0004119873046875,2,0.46327751874923706
178,50,1.52587890625e-05,2,0.46327751874923706
179,51,0.000244140625,2,0.46327751874923706
180,52,0.00029754638671875,2,0.46327751874923706
181,53,0.00011444091796875,2,0.46327751874923706
182,54,0.0005645751953125,2,0.46327751874923706
183,55,9.1552734375e-05,2,0.46327751874923706
184,56,0.00034332275390625,2,0.46327751874923706
185,57,0.0001983642578125,2,0.46327751874923706
186,58,0.0015869140625,2,0.46327751874923706
187,59,6.103515625e-05,2,0.46327751874923706
188,60,0.000457763671875,2,0.46327751874923706
189,61,0.001190185546875,2,0.46327751874923706
190,62,3.0517578125e-05,2,0.46327751874923706
191,63,0.0002899169921875,2,0.46327751874923706
